satir,durum,skor,eski_kaynak,eski_bolum,yeni_kaynak,yeni_bolum,dipnot_no,dipnot_ref,csv_tarih,hutbe,metin_kaynagi,esleme,alinti
551,kirpilmis_duzeltildi,1.0,Tirmizî,Daav,Tirmizî,Daavât,7,"Tirmizî, Daavât, 74; Ebû Dâvûd, Vitir, 32.",28.11.2014,28.11.2014 DİLİN ESİRİ OLMAYALIM!,metinler,baslik_eslesti,"Allah'ım! Kulağımın kötülüğünden, gözümün kötülüğünden, dilimin kötülüğünden, kalbimin kötülüğünden sana sığınırım."
552,kirpilmis_duzeltildi,1.0,Tirmizî,Fed,Tirmizî,Fedâilü’l-cihâd,5,"Tirmizî, Fedâilü’l-cihâd, 2; İbn Hanbel, VI, 22.",10.04.2020,"10.04.2020 İNSAN, SORUMLULUK SAHİBİDİR",metinler,baslik_eslesti,"Mümin, insanların can ve mal hususunda kendisine güvendiği kişidir. Müslüman; elinden ve dilinden insanlara zarar gelmeyen kimsedir."
553,kirpilmis_duzeltildi,1.0,Tirmizî,Fed,Tirmizî,Fedâilü’l-cihâd,1,"Tirmizî, Fedâilü’l-cihâd, 12.",30.08.2024,"30.08.2024 BİZİ BİZ YAPAN, BİZİ MİLLET KILAN RUH",metinler,baslik_eslesti,"İki göz vardır ki cehennem ateşi onlara dokunmaz: İlki, Allah korkusundan ağlayan göz. İkincisi ise gecesini Allah yolunda nöbet tutarak geçiren göz."
554,kirpilmis_duzeltildi,1.0,Tirmizî,Sıfatü’l-Kıy,Tirmizî,Sıfatü’l-Kıyâme,2,"Tirmizî, Sıfatü’l-Kıyâme, 1.",17.10.2014,17.10.2014 ARŞIN GÖLGESİNDEKİ GENÇLİK,metinler,baslik_eslesti,"İnsanoğluna beş şeyden hesap sorulmadıkça kıyamet günü hiçbir tarafa hareket etmeyecektir; Ömrünü nerede ve nasıl tükettiğinden, gençliğini nerde yıprattığından, malını nerden kazanıp nerde harcadığından öğrendiği bilgilerle yaşayıp yaşamadığından."
555,kirpilmis_duzeltildi,1.0,Tirmizî,Sıfatü’l-Kıy,Tirmizî,Sıfatü’l-Kıyâme,3,"Tirmizî, Sıfatü’l-Kıyâme, 42.",28.04.2017,28.04.2017 GÜVEN VE MUHABBET KÖPRÜSÜ: SELAM,metinler,baslik_eslesti,Ve selâmetle cennete girin!
556,kirpilmis_duzeltildi,1.0,Tirmizî,Tefs,Tirmizî,Tefsîru’l-Kur’ân,4,"Tirmizî, Tefsîru’l-Kur’ân, 49.",24.09.2021,24.09.2021 TAKVA: RABBİMİZİN RIZASINI DİRİ TUTMA Bİ,metinler,baslik_eslesti,İnsanlar nazarında kişiyi yücelten malı ise de Allah katında onu yücelten takvasıdır.
557,kirpilmis_duzeltildi,1.0,Tirmizî,Tefs,Tirmizî,Tefsîru’l-Kur’ân,4,"Tirmizî, Tefsîru’l-Kur’ân, 83.",10.10.2025,10.10.2025 CENÂB-I HAKK’IN NAZARGÂHI: KALP,metinler,baslik_eslesti,Kul bir günah işlediği zaman kalbinde siyah bir nokta oluşur. Bundan vazgeçip tövbe ve istiğfar ederse kalbi parlar. Günaha devam ederse siyah nokta artar ve sonunda tüm kalbini kaplar.
558,kirpilmis_duzeltildi,1.0,Tirmizî,İm,Tirmizî,İmân,2,"Tirmizî, İmân, 12.",20.11.2015,20.11.2015 KÜRESEL TERÖRÜN HEDEF ALDIĞI DİN: İSLAM,metinler,baslik_eslesti,"Müslüman, elinden ve dilinden Müslümanların güvende oldukları kişidir. Mümin ise canları ve malları hususunda insanların kendisinden emin oldukları kişidir."
559,kirpilmis_duzeltildi,1.0,Tirmizî,İm,Tirmizî,İmân,4,"Tirmizî, İmân, 12.",10.03.2023,10.03.2023 MÜMİN GÜVENEN VE GÜVENİLEN KİŞİDİR,metinler,baslik_eslesti,"Müslüman, diğer Müslümanların elinden ve dilinden güvende olduğu kimsedir. Mümin de insanların canları ve mallarını kendisine karşı emniyette bildikleri kişidir."
560,dogru,1.0,İbn Mâce,Et’ime,İbn Mâce,Et’ime,3,"İbn Mâce, Et’ime, 30.",08.11.2019,08.11.2019 MEVLİD-İ NEBİ,metinler,baslik_eslesti,Korkma! Ben de senin gibi kuru et yiyen bir kadının oğluyum.
561,dogru,1.0,İbn Mâce,Et’ime,İbn Mâce,Et’ime,2,"İbn Mâce, Et’ime, 30.",29.08.2025,29.08.2025 ÂLEMLERE RAHMET HZ. MUHAMMED (S.A.S),metinler,baslik_eslesti,Endişelenme! Ben de senin gibi kuru et yiyen bir kadının oğluyum.
562,dogru,1.0,İbn Mâce,Fiten,İbn Mâce,Fiten,3,"İbn Mâce, Fiten, 20.",07.04.2017,07.04.2017 ZULÜM EBEDİ DEĞİLDİR,metinler,baslik_eslesti,Zalimin zulmünü önlemedikçe size de kurtuluş yoktur.
563,dogru,1.0,İbn Mâce,Fiten,İbn Mâce,Fiten,2,"İbn Mâce, Fiten, 20.",04.10.2024,04.10.2024 ZULÜM ASLA PAYİDAR OLMAZ,metinler,baslik_eslesti,Zalimin zulmünü önlemedikçe size de kurtuluş yoktur.
564,HATALI,1.0,İbn Mâce,Mukaddime,Ahmed b. Hanbel,,2,"İbn Hanbel, II, 381; Muvatta, Hüsnü’l Hulk, 1.",21.10.2016,21.10.2016 ALLAH’A VERDİĞİ SÖZE SADIK KİMSE: MÜMİN,metinler,baslik_eslesti,Ben ahlaki güzellikleri tamamlamak için gönderildim.
565,dogru,1.0,İbn Mâce,Mukaddime,İbn Mâce,Mukaddime,2,"İbn Mâce, Mukaddime, 43.",21.10.2016,28.10.2016 DÎN-İ MÜBÎN-İ İSLAM,metinler,baslik_eslesti+tarih_duzeltildi,"Ben size gecesi gündüz gibi, apaçık bir yol bıraktım."
566,dogru,1.0,İbn Mâce,Sünnet,İbn Mâce,Sünnet,2,"İbn Mâce, Sünnet, 17.",05.09.2025,05.09.2025 İLİM HAKKI BİLMEKTİR,metinler,baslik_eslesti,"Ben, ancak bir öğretmen olarak gönderildim."
567,dogru,1.0,İbn Mâce,Sünnet,İbn Mâce,Sünnet,4,"İbn Mâce, Sünnet, 20.",21.11.2025,21.11.2025 ŞİDDETİN ÇARESİ MERHAMET EĞİTİMİ,metinler,baslik_eslesti,"İlim öğreten kimseye, öğrettiği ilimle amel edenlerin kazandıkları kadar ecir verilir…"
568,eksik_tamamlandi,1.0,Ahmed b. Hanbel,-,Ahmed b. Hanbel,,2,"İbn Hanbel, II, 40.",17.04.2015,"17.04.2015 DÜNYA BİZE, BİZ BİRBİRİMİZE EMANETİZ!",metinler,baslik_eslesti,"Mümin, cana yakın kimsedir. İnsanlarla dostluk kurmayan, kendisiyle dostluk kurulamayan kimsede hayır yoktur."
569,dogru,1.0,Ahmed b. Hanbel,Müsned,Ahmed b. Hanbel,Müsned,4,"Ahmed b. Hanbel, Müsned, II, 199.",19.07.2013,"19.07.2013 HELAL KAZANÇ, HELAL LOKMA",metinler,baslik_eslesti,"Mümin bal arısı gibidir. Bal arısı, hep güzel şeyler yer, hep güzel şeyler üretir. Her yere konar, ama hiçbir şeyi ne döker, ne kırar, ne de ifsat eder"
570,cilt_temizlendi,1.0,Ahmed b. Hanbel,V,Ahmed b. Hanbel,,10,"Ahmed b. Hanbel, V, 411.",19.04.2013,19.04.2013 İNSAN KALABİLMEK,metinler,baslik_eslesti,"Rabbiniz birdir. Babanız da birdir. Hepiniz Âdem'in çocuklarısınız, Âdem ise topraktandır. Arabın Arap olmayana, Arap olmayanın da Araba, beyaz tenlinin siyaha, siyah tenlinin de beyaza takva dışında bir üstünlüğü yoktur."
571,cilt_temizlendi,1.0,Ahmed b. Hanbel,XI,Ahmed b. Hanbel,,3,"Ahmed b. Hanbel, XI, 658.",14.04.2017,14.04.2017 HZ. PEYGAMBER VE GÜVEN TOPLUMU,metinler,baslik_eslesti,Elinden ve dilinden insanların güvende olduğu kişi
572,eksik_tamamlandi,1.0,Beyhakî,-,Beyhakî,es-Sünenü’l-kübrâ,6,"Beyhakî, es-Sünenü’l-kübrâ, X, 7.",05.04.2019,05.04.2019 MÜSLÜMAN HAYIRLI BİR KOMŞUDUR,metinler,baslik_eslesti,Komşusu açken tok yatan kimse hakkıyla iman etmiş sayılmaz
573,kirpilmis_duzeltildi,1.0,Buhârî,Bed,Buhârî,Bedʾü’l-vahy,1,"Buhârî, Bedʾü’l-vahy, 3; Müslim, Îmân, 252.",15.11.2019,15.11.2019 PEYGAMBERİMİZ VE AİLE,metinler,baslik_eslesti,"Korkmana gerek yok! Çünkü sen her zaman doğruyu söyler, akrabanı gözetirsin. Muhtaçlara yardım eder, misafire ikramda bulunursun. Allah, hiçbir zaman seni utandırıp üzmez."
574,dogru,1.0,Buhârî,Bedü’l-vahy,Buhârî,Bedü’l-vahy,5,"Buhârî, Bedü’l-vahy, 1.",28.08.2015,28.08.2015 HAC YOLCULUĞUNDAN HAK YOLCULUĞUNA,metinler,baslik_eslesti,"Ameller, niyetlere göredir. Herkese ancak niyet ettiğinin karşılığı vardır"
575,dogru,1.0,Buhârî,Bed’ü’l-halk,Buhârî,Bed’ü’l-halk,4,"Buhârî, Bed’ü’l-halk, 8.",20.11.2020,20.11.2020 CENNET: MÜMİNLERİ BEKLEYEN SONSUZ NİMET,metinler,baslik_eslesti,"Ben salih kullarım için cennette hiçbir gözün görmediği, hiçbir kulağın işitmediği ve hiçbir insanın hayal edemeyeceği birtakım nimetler hazırladım."
576,dogru,1.0,Buhârî,Bed’ü’l-vahy,Buhârî,Bed’ü’l-vahy,1,"Buhârî, Bed’ü’l-vahy, 1; Tefsîr, (Alak) 1.",29.07.2016,"29.07.2016 EN BÜYÜK BOZGUNCULUK, DİNİN MUAZZEZ DEĞE",metinler,baslik_eslesti,"Korkma, endişelenme! Allah, seni asla mahcup etmez. Çünkü sen, akrabalarınla ilgilenirsin. Yetim ve kimsesizleri gözetirsin. Fakir ve ihtiyaç sahibinin yardımına koşarsın. Misafire ikramda bulunur, komşuna iyi davranırsın. Mazluma ve mağdura kol kanat gerersin. Hakkı savunur, doğrunun yanında yer alırsın."
577,dogru,1.0,Buhârî,Cenaiz,Buhârî,Cenaiz,2,"Buhari, Cenaiz, 32.",28.10.2011,28.10.2011 MÜMİNLER TEK BİR VÜCUT GİBİDİR,metinler,baslik_eslesti,Sabır ancak (musibetin) ilk vurduğu andadır.
578,dogru,1.0,Buhârî,Cihad,Buhârî,Cihad,1,"Buhari, Cihad, 21; Müslim, İmâre, 109.",15.03.2013,15.03.2013 ŞEHİTLİK VE ÇANAKKALE,metinler,baslik_eslesti,"Cennete giren hiçbir kimse, yeryüzündeki her şey kendisinin olsa bile dünyaya geri dönmeyi arzu etmez. Ancak şehit, cennette gördüğü aşırı itibar ve ikram sebebiyle tekrar dünyaya dönmeyi ve on defa şehit olmayı ister."
579,kirpilmis_duzeltildi,1.0,Buhârî,Deav,Buhârî,Deavât,2,"Buhârî, Deavât, 66.",13.11.2015,13.11.2015 ZİKİR: KALPLERE HAYAT VEREN İKSİR,metinler,baslik_eslesti,"Rabbini zikreden ile zikretmeyenin durumu, diri ile ölünün durumuna benzer."
580,dogru,1.0,Buhârî,Edep,Buhârî,Edep,2,"Buhârî, Edep, 12.",11.08.2023,11.08.2023 SILA-İ RAHİM: RAHMET VE BEREKET VESİLEMİ,metinler,baslik_eslesti,"Rızkının bol, ömrünün bereketli olmasını arzu eden, akrabalık bağını devam ettirsin."
581,kirpilmis_duzeltildi,1.0,Buhârî,Eh,Buhârî,Ehâdîsü’l-Enbiyâ,5,"Buhârî, Ehâdîsü’l-Enbiyâ, 54.",27.11.2015,27.11.2015 İMANI HAYAT KILABİLMEK,metinler,baslik_eslesti,Utanmadıktan sonra dilediğini yap.
582,dogru,1.0,Buhârî,Ezan,Buhârî,Ezan,4,"Buhârî, Ezan, 36.",30.12.2016,30.12.2016 ÖMÜR NİMETİ,metinler,baslik_eslesti,Neşeyi ve huzuru Rabbine ibadette bulan gençler
583,kirpilmis_duzeltildi,1.0,Buhârî,Fadlü’s-sal,Buhârî,Fadlü’s-salât,2,"Buhârî, Fadlü’s-salât, 1.",07.02.2020,07.02.2020 KUDÜS İSLAM YURDUDUR,metinler,baslik_eslesti,"Yeryüzünde ibadet gayesiyle sadece üç mescid için yolculuğa çıkılır: Mescid-i Harâm, Mescid-i Nebevî ve Mescid-i Aksâ."
584,kirpilmis_duzeltildi,1.0,Buhârî,Fer,Buhârî,Ferâiz,2,"Buhârî, Ferâiz, 25.",15.01.2021,15.01.2021 MİRAS: HER HAK SAHİBİNE HAKKINI VERMEK,metinler,baslik_eslesti,"Her kim öldükten sonra geride mal bırakırsa, o mal mirasçılarınındır."
585,dogru,1.0,Buhârî,Menakıb,Buhârî,Menakıb,2,"Buhârî, Menakıb, 13; Müslim, İman, 89.",19.01.2018,19.01.2018 ÖNCE KENDİMİZDEN SORUMLUYUZ,metinler,baslik_eslesti,Yavrum! Sorumluluklarını yerine getir ve kendini ateşten koru. Yaşadığım müddetçe babalık görevimi eksiksiz yerine getiririm. Lâkin hesap günü sana bir faydam dokunmaz.
586,kirpilmis_duzeltildi,1.0,Buhârî,Merd,Buhârî,Merdâ,2,"Buhârî, Merdâ, 1.",16.08.2019,16.08.2019 GÜVENLİ BİR HAYAT İÇİN AFETLERE HAZIR OL,metinler,baslik_eslesti,"Batan bir diken bile olsa Müslüman'ın başına gelen her bir musibeti, Allah onun günahlarına kefaret kılar."
587,kirpilmis_duzeltildi,1.0,Buhârî,Meğ,Buhârî,Meğâzî,1,"Buhârî, Meğâzî, 12; Müslim, Zühd, 6.",01.11.2019,01.11.2019 DÜNYEVİLEŞMEK: GEÇİCİ OLANA GÖNÜL VERMEK,metinler,baslik_eslesti,"Sevinin ve sizi sevindirecek nimetleri bekleyin! Vallahi sizin için fakirlikten korkmam. Ancak ben, sizden önceki ümmetlerin önüne dünya nimetleri serildiği gibi sizin önünüze de serilmesinden, onların o dünya nimetleri için yanıp tutuştukları gibi sizin de yanıp tutuşmanızdan ve bunun onları helâk ettiği gibi sizleri de helâk etmesinden korkarım."
588,dogru,1.0,Buhârî,Meğazi,Buhârî,Meğazi,4,"Buhârî, Meğazi, 82.",04.10.2019,04.10.2019 DÜNYA EVİMİZ BİZE EMANETTİR,metinler,baslik_eslesti,"Uhud bizi sever, biz de onu severiz"
589,kirpilmis_duzeltildi,1.0,Buhârî,Müs,Buhârî,Müsâkât,1,"Buhârî, Müsâkât, 9.",29.01.2021,29.01.2021 HAYVANLARA MERHAMET: DİNÎ VE İNSANÎ SORU,metinler,baslik_eslesti,Her canlıya yapılan iyilikte sevap vardır.
590,dogru,1.0,Buhârî,Salat,Buhârî,Salat,2,"Buhari, Salat, 88; Müslim, Birr ve Sıla, 65.",04.11.2016,04.11.2016 ÖRNEK ÜMMET OLABİLMEK,metinler,baslik_eslesti,"Müminlerin birbirlerine olan bağlılığı, birbirine kenetlenerek inşa edilmiş bir binanın tuğlaları gibidir."
591,dogru,1.0,Buhârî,Sulh,Buhârî,Sulh,12,"Buhârî, Sulh, 11.",04.04.2014,04.04.2014 DOĞRULUK VE SADAKA,metinler,baslik_eslesti,"İki kişinin arasını bulman, iki kişinin arasında adaletle hükmetmen sadakadır."
592,dogru,1.0,Buhârî,Tıb,Buhârî,Tıb,1,"Buhârî, Tıb, 1.",13.03.2020,13.03.2020 TEDBİR MÜMİN’DEN TAKDİR ALLAH’TANDIR,metinler,baslik_eslesti,"Allah, indirdiği her hastalığın muhakkak şifasını da vermiştir."
593,dogru,1.0,Buhârî,Tıp,Buhârî,Tıp,3,"Buhârî, Tıp, 53.",27.03.2020,27.03.2020 ZORLUKLAR KARŞISINDA MÜMİN,metinler,baslik_eslesti,"Hastalık taşıyan kişi, sağlam kişinin yanına gitmesin!"
594,dogru,1.0,Buhârî,Umre,Buhârî,Umre,2,"Buhârî, Umre, 1.",14.06.2024,"14.06.2024 İNSANI İHYA, TOPLUMU İNŞA EDEN İBADET: H",metinler,baslik_eslesti,Allah katında kabul olunan haccın karşılığı ancak cennettir.
595,kirpilmis_duzeltildi,1.0,Buhârî,İstikr,Buhârî,İstikrâz,2,"Buhârî, İstikrâz, 20.",10.04.2020,"10.04.2020 İNSAN, SORUMLULUK SAHİBİDİR",metinler,baslik_eslesti,Hepiniz birer sorumlusunuz ve hepiniz yönettiklerinizden mesulsünüz…
596,kirpilmis_duzeltildi,1.0,Dârimî,Büy,Dârimî,Büyû’,1,"Dârimî, Büyû’, 2.",08.03.2019,08.03.2019 İYİLİK PAYLAŞTIKÇA ÇOĞALIR,metinler,baslik_eslesti,"İyilik, gönlünü huzura kavuşturan ve içine sinen şeydir. Kötülük ise insanlar sana fetva verseler bile, gönlünü huzursuz eden ve içinde kuşku bırakan şeydir."
597,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Fiten,Ebû Dâvûd,Fiten ve Melâhim,2,"Ebû Dâvûd, Fiten ve Melâhim, 2.",15.01.2016,15.01.2016 İMTİHANIN ADI: FİTNE,metinler,baslik_eslesti,"Şüphesiz bahtiyar kimse, fitnelerden uzak kalandır. Bir musibete uğradığında sabredendir. Yazıklar olsun fitneye sebebiyet verenlere ve destek olanlara!"
598,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Mel,Ebû Dâvûd,Melâhim,1,"Ebû Dâvûd, Melâhim, 5; İbn Hanbel, V, 278.",09.08.2024,09.08.2024 VEHEN: BİRLİK VE BERABERLİĞİMİZİN ÖNÜNDE,metinler,baslik_eslesti,Dünyayı aşırı sevmek ve ölümü kötü görmektir!
599,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Nik,Ebû Dâvûd,Nikâh,3,"Ebû Dâvûd, Nikâh, 30-31.",13.06.2025,13.06.2025 DÜĞÜN YAPMANIN DA BİR ÂDÂBI VARDIR,metinler,baslik_eslesti,"Nikâhın en hayırlısı, en kolay olanıdır."
600,dogru,1.0,Ebû Dâvûd,Sünnet,Ebû Dâvûd,Sünnet,2,"Ebû Dâvûd, Sünnet, 15.",03.02.2023,03.02.2023 İMANIN GEREĞİ: SALİH AMEL VE GÜZEL AHLAK,metinler,baslik_eslesti,"Müminlerin iman bakımından en olgunu, ahlaken en güzel olanıdır."
601,kirpilmis_duzeltildi,0.984,Heysemî,Mecmeu’z-zev,Heysemî,Mecmeu’z-zevâid,1,"Heysemî, Mecmeu’z-zevâid, III, 344.",03.05.2019,03.05.2019 HOŞ GELDİN YA ŞEHR-İ RAMAZAN,metinler,baslik_eslesti,"Ramazan ayı size bereketiyle geldi, Allah bu ayda sizi zengin kılar, bundan dolayı size rahmet indirir, hataları yok eder, bu ayda duaları kabul eder. Allah Teâlâ sizin ibadet ve hayır konusunda birbirinizle yarış etmenize bakar ve meleklerine karşı sizinle övünür. O halde iyilik ve hayırdan yana Allah Teâlâ'ya kendinizi gösterin. Ramazan ayında Allah'ın rahmetinden kendisini mahrum eden kimse bed"
602,dogru,1.0,Muvatta,Kader,Muvatta,Kader,2,"Muvatta, Kader, 3.",12.07.2019,"12.07.2019 15 TEMMUZ’U ANMAK, İHANETİ ANLAMAK",metinler,baslik_eslesti,"Size iki şey bırakıyorum, onlara sımsıkı sarıldığınız sürece yolunuzu asla şaşırmazsınız. Bunlar, Allah'ın Kitabı ve Peygamberinin sünnetidir."
603,tur_hatasi,1.0,Müslim,Eym,Mü'minun,1,1,"Mü’minûn, 23/1-10.",08.05.2015,22.05.2015 BOŞ ŞEYLERİ TERK EDEREK HAYATI ANLAMLI K,metinler,baslik_eslesti+tarih_duzeltildi,Müminler gerçekten kurtuluşa ermişlerdir. Onlar ki namazlarında huşu içindedirler. Onlar ki boş ve faydasız şeylerden uzak dururlar. Onlar ki zekâtı verirler. Ve onlar ki iffetlerini korurlar...
604,kirpilmis_duzeltildi,1.0,Müslim,Kit,Müslim,Kitâbü’l-Fedâil,2,"Müslim, Kitâbü’l-Fedâil, 126, Tirmizî, Şemâil, 167.",10.01.2014,10.01.2014 MEVLİD-İ NEBİ,metinler,baslik_eslesti,"Ben Muhammedim, ben Ahmedim, ben rahmet peygamberiyim"
605,kirpilmis_duzeltildi,1.0,Müslim,Rad,Müslim,Radâ’,3,"Müslim, Radâ’, 61.",26.10.2018,26.10.2018 AİLEDE ŞEFKAT VE NEZAKET DİLİ,metinler,baslik_eslesti,Mümin bir kimse eşine karşı nefret beslemesin. Onun bir davranışından hoşlanmasa da razı olduğu bir başka davranışı mutlaka vardır
606,dogru,1.0,Müslim,Savm,Müslim,Savm,1,"Müslim, Savm, 162-163.",19.08.2012,19.08.2012 RAMAZAN BAYRAMI,metinler,baslik_eslesti,Oruç bir kalkandır.
607,kirpilmis_duzeltildi,1.0,Müslim,Sıf,Müslim,Sıfâtü’l-münâfikîn,1,"Müslim, Sıfâtü’l-münâfikîn, 81.",22.10.2021,"22.10.2021 ONUN BİZE MİRASI, EŞSİZ VEFASI",metinler,baslik_eslesti,Ya Âişe! Şükreden bir kul olmayayım mı?
608,dogru,1.0,Müslim,Sıyam,Müslim,Sıyam,4,"Müslim, Sıyam, 183.",23.02.2018,23.02.2018 BAĞIMLILIK BİR TUZAKTIR,metinler,baslik_eslesti,Çocuklarının senin üzerinde hakkı var
609,dogru,1.0,Müslim,Tevbe,Müslim,Tevbe,3,"Müslim, Tevbe, 2.",23.02.2024,23.02.2024 BERAT GECESİ: GÜNAHLARDAN ARINMA VESİLES,metinler,baslik_eslesti,"Rabbimiz, kulunun tövbe etmesine, önemli bir eşyasını kaybedip sonradan o eşyayı bulan birisinin sevindiğinden daha fazla sevinir."
610,dogru,1.0,Müslim,Vasiyye,Müslim,Vasiyye,1,"Müslim, Vasiyye, 14.",10.05.2024,"10.05.2024 MEDENİYETİMİZ, VAKIF MEDENİYETİDİR",metinler,baslik_eslesti,"İnsanoğlu ebediyete irtihal ettiği zaman amel defteri kapanır. Şu üç kişinin defteri ise kapanmaz ve bunlara sevap yazılmaya devam eder. Ardında sadaka-i câriye, yani kalıcı bir hayır bırakan kişi. İlmini insanlığın hayır ve hizmetine sunan kişi. Kendisine hayır duada bulunan evlat yetiştiren kişi."
611,kirpilmis_duzeltildi,1.0,Müslim,İm,Müslim,İmân,3,"Müslim, İmân, 22.",27.07.2012,27.07.2012 SEVGİ VE BARIŞ DİLİ: SELÂM,metinler,baslik_eslesti,İmân etmedikçe cennete giremezsiniz. Birbirinizi sevmedikçe de imân etmiş olamazsınız. Yaptığınız zaman birbirinizi seveceğiniz bir şeyi size söyleyeyim mi? Aranızda selâmı yayınız.
612,kirpilmis_duzeltildi,1.0,Nesâi,Dah,Nesâi,Dahâyâ,5,"Nesâi, Dahâyâ, 42",15.04.2011,15.04.2011 MERHAMET EĞİTİMİ,metinler,baslik_eslesti,Haksız yere bir serçeyi öldürenden Cenab-ı Allah kıyamet gününde hesap soracaktır.
613,dogru,1.0,Nesâi,Tatbik,Nesâi,Tatbik,1,"Nesâi, Tatbik, 82.",09.06.2017,09.06.2017 KUR’AN AYINDA KUR’AN’LA BULUŞALIM,metinler,baslik_eslesti,"Durum düşündüğünüz gibi değildir. Secdeye vardığımda sevgili torunum sırtıma çıkmıştı. Gönlü hoş olsun, düşüp canı incinmesin diye yere inmesini bekledim."
614,tur_hatasi,1.0,Nesâi,İman,Al-i İmran,92,3,"Âl-i İmrân, 3/92.",17.07.2015,17.07.2015 RAMAZAN MEKTEBİNİN ÖĞRETTİKLERİ,veriseti,baslik_eslesti,Sevdiğiniz şeylerden Allah için vermedikçe iyiliğe erişemezsiniz.
615,yazim_farki,1.0,Taberânî,Mu’cem,Taberânî,el-Mu’cemû’l-evsat,1,"Taberânî, el-Mu’cemû’l-evsat, VII, 56.",25.04.2025,25.04.2025 ALIN TERİ MUKADDESTİR,metinler,baslik_eslesti,"Eğer bu kişi, ailesinin ve çocuklarının geçimini sağlamak için çalışıyorsa, Allah yolundadır. Anne ve babasının ihtiyaçlarını gidermek için çalışıyorsa, Allah yolundadır. Kendi izzet ve onurunu korumak için çalışıyorsa yine Allah yolundadır."
616,yazim_farki,1.0,Taberânî,Mu’cemu’l-evsat,Taberânî,el-Mu’cemu’l-evsat,4,"Taberânî, el-Mu’cemu’l-evsat, V, 270.",29.10.2021,"29.10.2021 YAŞLILARIMIZA VEFA, RAHMET VE MAĞFİRET V",metinler,baslik_eslesti,"Allah Teâlâ, istikamet üzere olan, saçları ağarmış ihtiyar bir Müslüman kendisine dua ettiğinde, duasını kabul etmemekten hayâ eder."
617,yazim_farki,1.0,Taberânî,Mu’cemü’l-evsat,Taberânî,el-Mu’cemü’l-evsat,3,"Taberânî, el-Mu’cemü’l-evsat, 1/275.",11.11.2022,11.11.2022 ÖNCE TEDBİR SONRA TEVEKKÜL,metinler,baslik_eslesti,"Allah Teâlâ, birinizin yaptığı işi en sağlam şekilde yapmasından memnun olur."
618,yazim_farki,1.0,Taberânî,Mu’cemü’l-keb,Taberânî,el-Mu’cemü’l-kebîr,5,"Taberânî, el-Mu’cemü’l-kebîr, XIX, 419.",21.10.2022,21.10.2022 KOMŞULUK HUKUKU,metinler,baslik_eslesti,"Hastalandığında ziyaret etmen, öldüğünde cenazesine katılman, borç istediğinde vermen, muhtaç olduğunda ihtiyacını karşılaman, hayırlı işlerini tebrik etmen, musibet anında sabrı tavsiye etmendir."
619,yazim_farki,1.0,Taberânî,Mu’cemü’s-sağ,Taberânî,el-Mu’cemü’s-sağîr,4,"Taberânî, el-Mu’cemü’s-sağîr, II, 131.",08.09.2017,08.09.2017 MAZLUMUN YANINDA YER ALMAK,metinler,baslik_eslesti,Müslümanların haline duyarsız kalan kimse onlardan değildir.
